"universe","region","delay","category","name","description","typ","coverage","id","create_time","update_time","sub_category","dataset_id","payramid_multiplier","user_count","alpha_count"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl11_creptcesger2pme","Sector Percentile on EMP2 with 100% being the best","1","0.8336","80311","25/10/2025 19:08:21","25/10/2025 19:08:21","analyst-esg","analyst11","1.2","12","22"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl11_creptcesger2tic","Sector percentile on CIT2 with 100% being the best","1","0.826","80312","25/10/2025 19:08:21","25/10/2025 19:08:21","analyst-esg","analyst11","1.2","9","15"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl11_creptcesgerg","Sector Percentile on G Score, with 100% being the best","1","0.836","80314","25/10/2025 19:08:21","25/10/2025 19:08:21","analyst-esg","analyst11","1.2","8","21"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl11_emp1regsubsecperc","SubSector Percentile on EMP1 with 100% being the best","1","0.8168","80319","25/10/2025 19:08:21","25/10/2025 19:08:21","analyst-esg","analyst11","1.2","9","11"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl11_emp1regsubsecrnk","SubSector Rank on the first EMP score, with 1 as highest","1","0.8527","80320","25/10/2025 19:08:21","25/10/2025 19:08:21","analyst-esg","analyst11","1.2","7","13"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl11_emp2reg_industryperc","Industry Percentile on EMP2 with 100% being the best","1","0.8336","80321","25/10/2025 19:08:21","25/10/2025 19:08:21","analyst-esg","analyst11","1.2","7","13"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl11_empreg_industryperc","Industry Percentile on EMP Score with 100% being the best","1","0.8368","80326","25/10/2025 19:08:21","25/10/2025 19:08:21","analyst-esg","analyst11","1.2","10","22"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl11_ereg_industryrnk","Industry Rank on E Score with 1 being the highest rank","1","0.8336","80330","25/10/2025 19:08:21","25/10/2025 19:08:21","analyst-esg","analyst11","1.2","4","12"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl11_g2regsubsecperc","Subsector percentile on G2, 100% being the best","1","0.8348","80343","25/10/2025 19:08:22","25/10/2025 19:08:22","analyst-esg","analyst11","1.2","9","13"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl11_knrtcesger3pme","Sector Rank on the third EMP score with 1 as highest","1","0.8132","80353","25/10/2025 19:08:22","25/10/2025 19:08:22","analyst-esg","analyst11","1.2","6","11"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl11_knrtcesgertic","Sector Rank on CIT Score, with 1 being the highest rank","1","0.873","80356","25/10/2025 19:08:22","25/10/2025 19:08:22","analyst-esg","analyst11","1.2","3","11"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl11_regionsubseccount","Region SubSector Count","1","0.877","80359","25/10/2025 19:08:22","25/10/2025 19:08:22","analyst-esg","analyst11","1.2","9","23"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl11_region_industrycount","Region Industry Count","1","0.877","80357","25/10/2025 19:08:22","25/10/2025 19:08:22","analyst-esg","analyst11","1.2","4","19"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_actvalue_div_fy0","Dividend - recent last year","1","0.8309","80361","25/10/2025 19:08:25","25/10/2025 19:08:25","analyst-analyst-estimates","analyst14","1.2","26","34"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_actvalue_ebitda_fp0","Earnings Before Interest, Taxes, Depreciation & Amortization - recent last quarter","1","0.8249","80364","25/10/2025 19:08:25","25/10/2025 19:08:25","analyst-analyst-estimates","analyst14","1.2","9","18"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_actvalue_ebitda_fy0","Earnings Before Interest, Taxes, Depreciation & Amortization - recent last year","1","0.8835","80365","25/10/2025 19:08:26","25/10/2025 19:08:26","analyst-analyst-estimates","analyst14","1.2","15","18"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_actvalue_ebit_fp0","Earnings Before Interest & Taxes - recent last quarter","1","0.9697","80362","25/10/2025 19:08:25","25/10/2025 19:08:25","analyst-analyst-estimates","analyst14","1.2","24","30"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_actvalue_ebit_fy0","Earnings before interest & taxes - recent last year","1","0.9442","80363","25/10/2025 19:08:25","25/10/2025 19:08:25","analyst-analyst-estimates","analyst14","1.2","19","21"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_actvalue_epsrep_fp0","Reported Earnings Per Share - recent last quarter","1","1","80368","25/10/2025 19:08:26","25/10/2025 19:08:26","analyst-analyst-estimates","analyst14","1.2","16","24"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_actvalue_epsrep_fy0","Reported Earnings Per Share - recent last year","1","1","80369","25/10/2025 19:08:26","25/10/2025 19:08:26","analyst-analyst-estimates","analyst14","1.2","12","16"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_actvalue_eps_fp0","Earnings per share - recent last quarter","1","1","80366","25/10/2025 19:08:26","25/10/2025 19:08:26","analyst-analyst-estimates","analyst14","1.2","26","43"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_actvalue_eps_fy0","Earnings Per Share - Recent Last Year","1","1","80367","25/10/2025 19:08:26","25/10/2025 19:08:26","analyst-analyst-estimates","analyst14","1.2","22","39"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_actvalue_ntprep_fp0","Reported Net Profit - recent last quarter","1","1","80372","25/10/2025 19:08:26","25/10/2025 19:08:26","analyst-analyst-estimates","analyst14","1.2","33","54"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_actvalue_ntp_fp0","Net Profit - recent last quarter","1","1","80370","25/10/2025 19:08:26","25/10/2025 19:08:26","analyst-analyst-estimates","analyst14","1.2","22","54"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_actvalue_ntp_fy0","Net Profit - recent last year","1","0.9872","80371","25/10/2025 19:08:26","25/10/2025 19:08:26","analyst-analyst-estimates","analyst14","1.2","45","84"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_actvalue_revenue_fp0","Revenue - recent last quarter","1","1","80374","25/10/2025 19:08:26","25/10/2025 19:08:26","analyst-analyst-estimates","analyst14","1.2","8","12"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_buy","Number of recommendations to buy -","1","1","80376","25/10/2025 19:08:26","25/10/2025 19:08:26","analyst-analyst-estimates","analyst14","1.2","40","102"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_curperiodtype","Type of Period -","1","1","80377","25/10/2025 19:08:26","25/10/2025 19:08:26","analyst-analyst-estimates","analyst14","1.2","22","28"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_cursharesoutstanding","Current Share Outstanding -","1","1","80378","25/10/2025 19:08:26","25/10/2025 19:08:26","analyst-analyst-estimates","analyst14","1.2","22","38"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_high_bvps_fy2","The highest estimation of Book Value Per Share - upcoming 2 years","1","0.8392","80387","25/10/2025 19:08:26","25/10/2025 19:08:26","analyst-analyst-estimates","analyst14","1.2","8","12"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_high_div_fy2","The Highest Estimation of Dividend - Upcoming 2 Years","1","0.8855","80389","25/10/2025 19:08:26","25/10/2025 19:08:26","analyst-analyst-estimates","analyst14","1.2","47","130"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_high_ebitda_fp1","The highest estimation of earnings before interest, taxes, depreciation & amortization - upcoming quarter","1","0.8456","80397","25/10/2025 19:08:26","25/10/2025 19:08:26","analyst-analyst-estimates","analyst14","1.2","42","73"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_high_ebitda_fp2","The Highest Estimation of Earnings Before Interest, Taxes, Depreciation & Amortization - upcoming 2 quarters","1","0.8859","80398","25/10/2025 19:08:26","25/10/2025 19:08:26","analyst-analyst-estimates","analyst14","1.2","4","11"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_high_ebitda_fp5","The Highest Estimation of Earnings Before Interest, Taxes, Depreciation & Amortization - upcoming 5 quarters","1","0.8145","80399","25/10/2025 19:08:26","25/10/2025 19:08:26","analyst-analyst-estimates","analyst14","1.2","31","43"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_high_ebitda_fy1","The Highest Estimation of Earnings Before Interest, Taxes, Depreciation & Amortization - upcoming year","1","0.8006","80400","25/10/2025 19:08:26","25/10/2025 19:08:26","analyst-analyst-estimates","analyst14","1.2","52","174"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_high_ebitda_fy2","The Highest Estimation of Earnings Before Interest, Taxes, Depreciation & Amortization - upcoming 2 years","1","0.9461","80401","25/10/2025 19:08:26","25/10/2025 19:08:26","analyst-analyst-estimates","analyst14","1.2","33","67"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_high_ebit_fp1","The highest estimation of earnings before interest & taxes - upcoming quarter","1","0.9697","80390","25/10/2025 19:08:26","25/10/2025 19:08:26","analyst-analyst-estimates","analyst14","1.2","19","23"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_high_ebit_fp2","The Highest Estimation of Earnings Before Interest & Taxes - upcoming 2 quarters","1","1","80391","25/10/2025 19:08:26","25/10/2025 19:08:26","analyst-analyst-estimates","analyst14","1.2","29","45"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_high_ebit_fp4","The highest estimation of earnings before interest & taxes - upcoming 4 quarters","1","0.9737","80393","25/10/2025 19:08:26","25/10/2025 19:08:26","analyst-analyst-estimates","analyst14","1.2","14","17"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_high_ebit_fy2","The highest estimation of Earnings Before Interest & Taxes - upcoming 2 years","1","1","80396","25/10/2025 19:08:26","25/10/2025 19:08:26","analyst-analyst-estimates","analyst14","1.2","39","79"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_high_epsrep_fp1","The highest estimation of reported earnings per share - upcoming quarter","1","0.9868","80410","25/10/2025 19:08:26","25/10/2025 19:08:26","analyst-analyst-estimates","analyst14","1.2","34","41"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_high_epsrep_fp2","The Highest Estimation of Reported Earnings Per Share - upcoming 2 quarters","1","1","80411","25/10/2025 19:08:27","25/10/2025 19:08:27","analyst-analyst-estimates","analyst14","1.2","28","43"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_high_epsrep_fy2","The highest estimation of reported earnings per share - upcoming 2 years","1","1","80414","25/10/2025 19:08:27","25/10/2025 19:08:27","analyst-analyst-estimates","analyst14","1.2","36","69"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_high_eps_fp1","The highest estimation of Earnings Per Share - upcoming quarter","1","1","80403","25/10/2025 19:08:26","25/10/2025 19:08:26","analyst-analyst-estimates","analyst14","1.2","55","152"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_high_eps_fp2","The highest estimation of Earnings Per Share - upcoming 2 quarters","1","1","80404","25/10/2025 19:08:26","25/10/2025 19:08:26","analyst-analyst-estimates","analyst14","1.2","45","105"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_high_eps_fp4","The Highest Estimation of Earnings Per Share - upcoming 4 quarters","1","1","80406","25/10/2025 19:08:26","25/10/2025 19:08:26","analyst-analyst-estimates","analyst14","1.2","22","33"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_high_eps_fp5","The highest estimation of Earnings Per Share - upcoming 5 quarters","1","1","80407","25/10/2025 19:08:26","25/10/2025 19:08:26","analyst-analyst-estimates","analyst14","1.2","19","25"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_high_eps_fy2","The Highest Estimation of Earnings Per Share - upcoming 2 years","1","1","80408","25/10/2025 19:08:26","25/10/2025 19:08:26","analyst-analyst-estimates","analyst14","1.2","25","35"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_high_eps_fy3","The highest estimation of Earnings Per Share - upcoming 3 years","1","1","80409","25/10/2025 19:08:26","25/10/2025 19:08:26","analyst-analyst-estimates","analyst14","1.2","13","21"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_high_ntprep_fp1","The Highest Estimation of Reported Net Profit - upcoming quarter","1","1","80421","25/10/2025 19:08:27","25/10/2025 19:08:27","analyst-analyst-estimates","analyst14","1.2","14","18"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_high_ntprep_fp2","The Highest Estimation of Reported Net Profit - Upcoming 2 Quarters","1","1","80422","25/10/2025 19:08:27","25/10/2025 19:08:27","analyst-analyst-estimates","analyst14","1.2","36","51"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_high_ntp_fp1","The Highest Estimation of Net Profit - Upcoming Quarter","1","1","80415","25/10/2025 19:08:27","25/10/2025 19:08:27","analyst-analyst-estimates","analyst14","1.2","9","12"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_high_ntp_fp2","The highest estimation of Net Profit - upcoming 2 quarters","1","1","80416","25/10/2025 19:08:27","25/10/2025 19:08:27","analyst-analyst-estimates","analyst14","1.2","20","26"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_high_ntp_fp4","The Highest Estimation of Net Profit - upcoming 4 quarters","1","0.9797","80418","25/10/2025 19:08:27","25/10/2025 19:08:27","analyst-analyst-estimates","analyst14","1.2","34","57"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_high_ntp_fy1","The highest estimation of Net Profit - upcoming year","1","0.9577","80419","25/10/2025 19:08:27","25/10/2025 19:08:27","analyst-analyst-estimates","analyst14","1.2","32","57"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_high_revenue_fp2","The highest estimation of revenue - upcoming 2 quarters","1","1","80427","25/10/2025 19:08:27","25/10/2025 19:08:27","analyst-analyst-estimates","analyst14","1.2","39","73"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_high_revenue_fy2","The highest estimation of revenue - upcoming 2 years","1","1","80431","25/10/2025 19:08:27","25/10/2025 19:08:27","analyst-analyst-estimates","analyst14","1.2","33","50"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_hold","Num of recommendations to hold -","1","1","80434","25/10/2025 19:08:27","25/10/2025 19:08:27","analyst-analyst-estimates","analyst14","1.2","23","33"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_low_ebitda_fy2","The Lowest Estimation of Earnings Before Interest, Taxes, Depreciation & Amortization - Upcoming 2 Years","1","0.9461","80446","25/10/2025 19:08:27","25/10/2025 19:08:27","analyst-analyst-estimates","analyst14","1.2","29","48"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_low_ebit_fp1","The lowest estimation of earnings before interest & taxes - upcoming quarter","1","0.9697","80437","25/10/2025 19:08:27","25/10/2025 19:08:27","analyst-analyst-estimates","analyst14","1.2","7","12"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_low_ebit_fp4","The Lowest Estimation of Earnings Before Interest & Taxes - Upcoming 4 Quarters","1","0.9737","80440","25/10/2025 19:08:27","25/10/2025 19:08:27","analyst-analyst-estimates","analyst14","1.2","14","18"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_low_ebit_fy1","The Lowest Estimation of Earnings Before Interest & Taxes - upcoming year","1","0.8847","80441","25/10/2025 19:08:27","25/10/2025 19:08:27","analyst-analyst-estimates","analyst14","1.2","8","40"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_low_ebit_fy2","The lowest estimation of earnings before interest & taxes - upcoming 2 years","1","1","80442","25/10/2025 19:08:27","25/10/2025 19:08:27","analyst-analyst-estimates","analyst14","1.2","9","15"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_low_eps_fp1","The lowest estimation of earnings per share - upcoming quarter","1","1","80447","25/10/2025 19:08:27","25/10/2025 19:08:27","analyst-analyst-estimates","analyst14","1.2","13","16"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_low_eps_fp2","The Lowest Estimation of Earnings Per Share - Upcoming 2 Quarters","1","1","80448","25/10/2025 19:08:27","25/10/2025 19:08:27","analyst-analyst-estimates","analyst14","1.2","28","41"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_low_ntprep_fp1","The lowest estimation of reported net profit - upcoming quarter","1","1","80459","25/10/2025 19:08:28","25/10/2025 19:08:28","analyst-analyst-estimates","analyst14","1.2","29","78"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_low_ntp_fp2","The lowest estimation of net profit - upcoming 2 quarters","1","1","80454","25/10/2025 19:08:27","25/10/2025 19:08:27","analyst-analyst-estimates","analyst14","1.2","3","13"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_low_ntp_fy1","The Lowest estimation of Net Profit - upcoming year","1","0.9577","80456","25/10/2025 19:08:27","25/10/2025 19:08:27","analyst-analyst-estimates","analyst14","1.2","40","107"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_low_ntp_fy3","The Lowest Estimation of Net Profit - Upcoming 3 Years","1","0.9358","80458","25/10/2025 19:08:28","25/10/2025 19:08:28","analyst-analyst-estimates","analyst14","1.2","14","18"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_low_revenue_fp4","The Lowest Estimation of Revenue - upcoming 4 quarters","1","1","80463","25/10/2025 19:08:28","25/10/2025 19:08:28","analyst-analyst-estimates","analyst14","1.2","12","14"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_low_revenue_fy3","The Lowest Estimation of Revenue - upcoming 3 years","1","1","80465","25/10/2025 19:08:28","25/10/2025 19:08:28","analyst-analyst-estimates","analyst14","1.2","13","26"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_meanrating","Mean of rating -","1","1","80493","25/10/2025 19:08:29","25/10/2025 19:08:29","analyst-analyst-estimates","analyst14","1.2","38","55"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_mean_ebitda_fp5","Mean of Estimations of Earnings Before Interest, Taxes, Depreciation & Amortization - upcoming 5 quarters","1","0.8145","80473","25/10/2025 19:08:28","25/10/2025 19:08:28","analyst-analyst-estimates","analyst14","1.2","25","36"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_mean_epsrep_fp1","Mean of Estimations of Reported Earnings Per Share - upcoming quarter","1","0.9868","80480","25/10/2025 19:08:28","25/10/2025 19:08:28","analyst-analyst-estimates","analyst14","1.2","10","15"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_mean_epsrep_fp3","Mean of Estimations of Reported Earnings Per Share - upcoming 3 quarters","1","1","80481","25/10/2025 19:08:28","25/10/2025 19:08:28","analyst-analyst-estimates","analyst14","1.2","27","37"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_mean_epsrep_fp4","Mean of Estimations of Reported Earnings Per Share - Upcoming 4 Quarters","1","1","80482","25/10/2025 19:08:28","25/10/2025 19:08:28","analyst-analyst-estimates","analyst14","1.2","11","14"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_mean_epsrep_fy2","Mean of Estimations of Reported Earnings Per Share - Upcoming 2 Years","1","1","80483","25/10/2025 19:08:28","25/10/2025 19:08:28","analyst-analyst-estimates","analyst14","1.2","23","47"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_mean_eps_fp1","Mean of estimations of earnings per share - upcoming quarter","1","1","80475","25/10/2025 19:08:28","25/10/2025 19:08:28","analyst-analyst-estimates","analyst14","1.2","35","46"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_mean_eps_fp2","Mean of Estimations of Earnings Per Share - upcoming 2 quarters","1","1","80476","25/10/2025 19:08:28","25/10/2025 19:08:28","analyst-analyst-estimates","analyst14","1.2","34","56"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_mean_eps_fy2","Mean of Estimations of Earnings Per Share - upcoming 2 years","1","1","80479","25/10/2025 19:08:28","25/10/2025 19:08:28","analyst-analyst-estimates","analyst14","1.2","14","18"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_mean_ntprep_fp1","Mean of estimations of reported net profit - upcoming quarter","1","1","80486","25/10/2025 19:08:28","25/10/2025 19:08:28","analyst-analyst-estimates","analyst14","1.2","7","11"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_mean_ntprep_fp2","Mean of Estimations of Reported Net Profit - upcoming 2 quarters","1","1","80487","25/10/2025 19:08:28","25/10/2025 19:08:28","analyst-analyst-estimates","analyst14","1.2","23","29"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_mean_ntp_fp1","Mean of Estimations of Net Profit - upcoming quarter","1","1","80484","25/10/2025 19:08:28","25/10/2025 19:08:28","analyst-analyst-estimates","analyst14","1.2","4","31"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_mean_ntp_fp2","Mean of estimations of net profit - upcoming 2 quarters","1","1","80485","25/10/2025 19:08:28","25/10/2025 19:08:28","analyst-analyst-estimates","analyst14","1.2","42","116"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_mean_revenue_fy1","Mean of Estimations of Revenue - upcoming year","1","0.9198","80489","25/10/2025 19:08:28","25/10/2025 19:08:28","analyst-analyst-estimates","analyst14","1.2","35","83"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_mean_revenue_fy3","Mean of estimations of Revenue - upcoming 3 years","1","1","80491","25/10/2025 19:08:28","25/10/2025 19:08:28","analyst-analyst-estimates","analyst14","1.2","19","27"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_median_ebit_fp2","Median of Estimations of Earnings Before Interest & Taxes - Upcoming 2 Quarters","1","1","80495","25/10/2025 19:08:29","25/10/2025 19:08:29","analyst-analyst-estimates","analyst14","1.2","31","43"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_median_epsrep_fp1","Median of Estimations of Reported Earnings Per Share - upcoming quarter","1","0.9868","80506","25/10/2025 19:08:29","25/10/2025 19:08:29","analyst-analyst-estimates","analyst14","1.2","61","158"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_median_epsrep_fy2","Median of Estimations of Reported Earnings Per Share - upcoming 2 years","1","1","80508","25/10/2025 19:08:29","25/10/2025 19:08:29","analyst-analyst-estimates","analyst14","1.2","7","11"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_median_eps_fp2","Median of estimations of earnings per share - upcoming 2 quarters","1","1","80503","25/10/2025 19:08:29","25/10/2025 19:08:29","analyst-analyst-estimates","analyst14","1.2","21","34"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_median_eps_fy1","Median of Estimations of Earnings Per Share - upcoming year","1","0.9286","80504","25/10/2025 19:08:29","25/10/2025 19:08:29","analyst-analyst-estimates","analyst14","1.2","23","26"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_median_ntprep_fp1","Median of Estimations of Reported Net Profit - upcoming quarter","1","1","80514","25/10/2025 19:08:29","25/10/2025 19:08:29","analyst-analyst-estimates","analyst14","1.2","8","26"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_median_ntprep_fp2","Median of Estimations of Reported Net Profit - upcoming 2 quarters","1","1","80515","25/10/2025 19:08:29","25/10/2025 19:08:29","analyst-analyst-estimates","analyst14","1.2","10","12"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_median_ntprep_fy2","Median of estimations of reported net profit - upcoming 2 years","1","0.9721","80517","25/10/2025 19:08:29","25/10/2025 19:08:29","analyst-analyst-estimates","analyst14","1.2","14","17"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_median_ntp_fp2","Median of estimations of net profit - upcoming 2 quarters","1","1","80510","25/10/2025 19:08:29","25/10/2025 19:08:29","analyst-analyst-estimates","analyst14","1.2","38","75"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_median_ntp_fy1","Median of Estimations of Net Profit - upcoming year","1","0.9577","80512","25/10/2025 19:08:29","25/10/2025 19:08:29","analyst-analyst-estimates","analyst14","1.2","18","21"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_median_revenue_fp1","Median of estimations of revenue - upcoming quarter","1","1","80518","25/10/2025 19:08:29","25/10/2025 19:08:29","analyst-analyst-estimates","analyst14","1.2","17","24"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_median_revenue_fp2","Median of Estimations of Revenue - upcoming 2 quarters","1","1","80519","25/10/2025 19:08:29","25/10/2025 19:08:29","analyst-analyst-estimates","analyst14","1.2","22","31"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_numofests_ebitda_fy1","Num of Estimations of Earnings Before Interest, Taxes, Depreciation & Amortization - upcoming year","1","0.8006","80527","25/10/2025 19:08:29","25/10/2025 19:08:29","analyst-analyst-estimates","analyst14","1.2","51","204"
"ILLIQUID_MINVOL1M","USA","1","analyst","anl14_numofests_ebitda_fy2","Num of Estimations of Earnings Before Interest, Taxes, Depreciation & Amortization - Upcoming 2 Years","1","0.9461","80528","25/10/2025 19:08:29","25/10/2025 19:08:29","analyst-analyst-estimates","analyst14","1.2","34","54"
